id,label,level,parent,mixs_extension,env_broad,env_local,env_medium,host_taxon,anatomical_site,other,interpretation
GOLDTERMS:5710,Engineered > Built environment > Nuclear test reactor > Cooling water,4,GOLDTERMS:Engineered-Built-environment-Nuclear-test-reactor,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:02000136,ENVO:03600002,,,,equivalent
GOLDTERMS:4817,Engineered > Built environment > Oil refinery,3,GOLDTERMS:4279,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:02000142,,,,,equivalent
GOLDTERMS:Engineered-Built-environment-Oil-refinery-Crude-oil-sludge,Engineered > Built environment > Oil refinery > Crude oil sludge,4,GOLDTERMS:4817,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:02000142,,,,,subclass
GOLDTERMS:4868,Engineered > Built environment > Oil refinery > Crude oil sludge > Petroleum sludge,5,GOLDTERMS:Engineered-Built-environment-Oil-refinery-Crude-oil-sludge,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:02000142,,,,,subclass
GOLDTERMS:5766,Engineered > Built environment > Oil refinery > Oil-contaminated sediment,4,GOLDTERMS:4817,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:02000142,,,,,subclass
GOLDTERMS:4519,Engineered > Built environment > Oil refinery > Petroleum sludge,4,GOLDTERMS:4817,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:02000142,,,,,subclass
GOLDTERMS:4665,Engineered > Built environment > Pipeline,3,GOLDTERMS:4279,MIXS:BuiltEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-Built-environment-Pipeline-Drinking-water-pipeline,Engineered > Built environment > Pipeline > Drinking water pipeline,4,GOLDTERMS:4665,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:03600003,,,,,subclass
GOLDTERMS:5701,Engineered > Built environment > Pipeline > Drinking water pipeline > Biofilm,5,GOLDTERMS:Engineered-Built-environment-Pipeline-Drinking-water-pipeline,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:03600003,,,,ENVO:00002034,subclass
GOLDTERMS:4639,Engineered > Built environment > Solar panel,3,GOLDTERMS:4279,MIXS:BuiltEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4635,Engineered > Built environment > Spacecraft Assembly Cleanrooms,3,GOLDTERMS:4279,MIXS:BuiltEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5308,Engineered > Built environment > Spacecraft Assembly Cleanrooms > Air,4,GOLDTERMS:4635,MIXS:Air,ENVO:01000313,,ENVO:00002005,,,,subclass
GOLDTERMS:5488,Engineered > Built environment > Spacecraft Assembly Cleanrooms > Floor,4,GOLDTERMS:4635,MIXS:BuiltEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-Built-environment-Spacecraft-Assembly-Cleanrooms-Gowning-room,Engineered > Built environment > Spacecraft Assembly Cleanrooms > Gowning room,4,GOLDTERMS:4635,MIXS:BuiltEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5486,Engineered > Built environment > Spacecraft Assembly Cleanrooms > Gowning room > Floor,5,GOLDTERMS:Engineered-Built-environment-Spacecraft-Assembly-Cleanrooms-Gowning-room,MIXS:BuiltEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-Built-environment-Swimming-pool,Engineered > Built environment > Swimming pool,3,GOLDTERMS:4279,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:01000965,,,,,equivalent
GOLDTERMS:5596,Engineered > Built environment > Swimming pool > Sand filter,4,GOLDTERMS:Engineered-Built-environment-Swimming-pool,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:01000965,,,,,subclass
GOLDTERMS:4704,Engineered > Built environment > Swine confinement building,3,GOLDTERMS:4279,MIXS:BuiltEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4469,Engineered > Built environment > Tailings pond,3,GOLDTERMS:4279,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:03600021,,,,,equivalent
GOLDTERMS:5850,Engineered > Built environment > Tailings pond > Petrochemical,4,GOLDTERMS:4469,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:03600021,,,,,subclass
GOLDTERMS:5694,Engineered > Built environment > Tailings pond > Petrochemical > Wastewater,5,GOLDTERMS:5850,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:03600021,ENVO:00002001,,,,subclass
GOLDTERMS:5656,Engineered > Built environment > Tailings pond > Wastewater,4,GOLDTERMS:4469,MIXS:BuiltEnvironment,ENVO:01000313,ENVO:03600021,ENVO:00002001,,,,equivalent
GOLDTERMS:4407,Engineered > Built environment > Water treatment plant,3,GOLDTERMS:4279,MIXS:BuiltEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5527,Engineered > Built environment > Water treatment plant > Wastewater,4,GOLDTERMS:4407,MIXS:BuiltEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:Engineered-Feedstock,Engineered > Feedstock,2,GOLDTERMS:4292,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4897,Engineered > Feedstock > Composting,3,GOLDTERMS:Engineered-Feedstock,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4250,Engineered > Food production,2,GOLDTERMS:4292,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03530206,,,,equivalent
GOLDTERMS:5627,Engineered > Food production > Baby formula,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03530206,,,,subclass
GOLDTERMS:5284,Engineered > Food production > Bread production,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03530206,,,,subclass
GOLDTERMS:4253,Engineered > Food production > Dairy products,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:00001256,,,,equivalent
GOLDTERMS:5456,Engineered > Food production > Dairy products > Fermented dairy products,4,GOLDTERMS:4253,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:00001256,,,,subclass
GOLDTERMS:5509,Engineered > Food production > Dairy products > Fermented dairy products > Cheese,5,GOLDTERMS:5456,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:00001013,,,,subclass
GOLDTERMS:5458,Engineered > Food production > Dairy products > Ice cream,4,GOLDTERMS:4253,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:00001045,,,,equivalent
GOLDTERMS:Engineered-Food-production-Fermentation-cellar,Engineered > Food production > Fermentation cellar,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03530206,,,,subclass
GOLDTERMS:5634,Engineered > Food production > Fermentation cellar > Pit mud,4,GOLDTERMS:Engineered-Food-production-Fermentation-cellar,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03530206,,,,subclass
GOLDTERMS:5496,Engineered > Food production > Fermentation starter,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03530206,,,ENVO:03600040,equivalent
GOLDTERMS:4252,Engineered > Food production > Fermented beverages,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:00001094,,,,equivalent
GOLDTERMS:5532,Engineered > Food production > Fermented beverages > Vinegar,4,GOLDTERMS:4252,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03301705,,,,equivalent
GOLDTERMS:5744,Engineered > Food production > Fermented food,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03530206,,,,subclass
GOLDTERMS:5599,Engineered > Food production > Fermented food > Soy sauce,4,GOLDTERMS:5744,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03301115,,,,subclass
GOLDTERMS:5750,Engineered > Food production > Fermented food > Soybean paste,4,GOLDTERMS:5744,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03310002,,,,subclass
GOLDTERMS:4251,Engineered > Food production > Fermented seafood,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03530206,,,,subclass
GOLDTERMS:4249,Engineered > Food production > Fermented vegetables,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03530206,,,,subclass
GOLDTERMS:4488,Engineered > Food production > Meat products,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03317170,,,,equivalent
GOLDTERMS:5469,Engineered > Food production > Meat products > Beef,4,GOLDTERMS:4488,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:00001041,,,,equivalent
GOLDTERMS:5454,Engineered > Food production > Meat products > Fermented meat products,4,GOLDTERMS:4488,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:00001314,,,,equivalent
GOLDTERMS:4248,Engineered > Food production > Silage fermentation,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03530206,,,,subclass
GOLDTERMS:5329,Engineered > Food production > Sourdough,3,GOLDTERMS:4250,MIXS:FoodFoodProductionFacility,ENVO:01000313,,FOODON:03302481,,,,equivalent
GOLDTERMS:4293,Engineered > Industrial production,2,GOLDTERMS:4292,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4618,Engineered > Industrial production > Biochar,3,GOLDTERMS:4293,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:2000007,,,,subclass
GOLDTERMS:5788,Engineered > Industrial production > Chemical products,3,GOLDTERMS:4293,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,ENVO:2000000,subclass
GOLDTERMS:5692,Engineered > Industrial production > Chemical products > Buffer,4,GOLDTERMS:5788,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,ENVO:2000000,subclass
GOLDTERMS:5581,Engineered > Industrial production > Chemical products > PCR blank control,4,GOLDTERMS:5788,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,ENVO:2000000,subclass
GOLDTERMS:4294,Engineered > Industrial production > Engineered product,3,GOLDTERMS:4293,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5564,Engineered > Industrial production > Engineered product > Aviation fuel,4,GOLDTERMS:4294,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00003903,,,,subclass
GOLDTERMS:4595,Engineered > Industrial production > Engineered product > Bioanode,4,GOLDTERMS:4294,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5648,Engineered > Industrial production > Engineered product > Bioanode > Biofilm,5,GOLDTERMS:4595,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,ENVO:00002034,subclass
GOLDTERMS:4612,Engineered > Industrial production > Engineered product > Biocathode,4,GOLDTERMS:4294,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5682,Engineered > Industrial production > Engineered product > Biocathode > Biofilm,5,GOLDTERMS:4612,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,ENVO:00002034,subclass
GOLDTERMS:5310,Engineered > Industrial production > Engineered product > Tobacco product,4,GOLDTERMS:4294,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-Industrial-production-Train-car,Engineered > Industrial production > Train car,3,GOLDTERMS:4293,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,ENVO:03600051,subclass
GOLDTERMS:5578,Engineered > Industrial production > Train car > Seat surface,4,GOLDTERMS:Engineered-Industrial-production-Train-car,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,ENVO:03600051,subclass
GOLDTERMS:4285,Engineered > Lab enrichment,2,GOLDTERMS:4292,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4287,Engineered > Lab enrichment > Defined media,3,GOLDTERMS:4285,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4288,Engineered > Lab enrichment > Defined media > Aerobic media,4,GOLDTERMS:4287,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5695,Engineered > Lab enrichment > Defined media > Aerobic media > Marine water,5,GOLDTERMS:4288,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5569,Engineered > Lab enrichment > Defined media > Aerobic media > Plankton,5,GOLDTERMS:4288,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000063,,,,subclass
GOLDTERMS:4289,Engineered > Lab enrichment > Defined media > Anaerobic media,4,GOLDTERMS:4287,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5690,Engineered > Lab enrichment > Defined media > Anaerobic media > Feces,5,GOLDTERMS:4289,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,UBERON:0001988,,subclass
GOLDTERMS:5706,Engineered > Lab enrichment > Defined media > Anaerobic media > Intertidal sediment,5,GOLDTERMS:4289,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002179,,,,subclass
GOLDTERMS:5707,Engineered > Lab enrichment > Defined media > Anaerobic media > Marine sediment,5,GOLDTERMS:4289,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:03000033,,,,subclass
GOLDTERMS:5698,Engineered > Lab enrichment > Defined media > Anaerobic media > Oil refinery sediment,5,GOLDTERMS:4289,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5705,Engineered > Lab enrichment > Defined media > Anaerobic media > Sediment,5,GOLDTERMS:4289,MIXS:Sediment,ENVO:01000313,,ENVO:00002007,,,,subclass
GOLDTERMS:Engineered-Lab-enrichment-Defined-media-Compost,Engineered > Lab enrichment > Defined media > Compost,4,GOLDTERMS:4287,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002170,,,,subclass
GOLDTERMS:5664,Engineered > Lab enrichment > Defined media > Compost > Grass,5,GOLDTERMS:Engineered-Lab-enrichment-Defined-media-Compost,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002170,,,,subclass
GOLDTERMS:4291,Engineered > Lab enrichment > Defined media > Marine media,4,GOLDTERMS:4287,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5671,Engineered > Lab enrichment > Defined media > Marine sediment,4,GOLDTERMS:4287,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:03000033,,,,subclass
GOLDTERMS:Engineered-Lab-enrichment-Freshwater,Engineered > Lab enrichment > Freshwater,3,GOLDTERMS:4285,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002011,,,,subclass
GOLDTERMS:5689,Engineered > Lab enrichment > Freshwater > Aquifer,4,GOLDTERMS:Engineered-Lab-enrichment-Freshwater,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002011,,,ENVO:00012408,subclass
GOLDTERMS:Engineered-Lab-enrichment-Rock,Engineered > Lab enrichment > Rock,3,GOLDTERMS:4285,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00001995,,,,subclass
GOLDTERMS:5677,Engineered > Lab enrichment > Rock > Bedrock-saprolite interface,4,GOLDTERMS:Engineered-Lab-enrichment-Rock,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00001995,,,,subclass
GOLDTERMS:5539,Engineered > Lab enrichment > Thermal springs,3,GOLDTERMS:4285,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00000051,,,,,subclass
GOLDTERMS:4286,Engineered > Lab enrichment > Undefined media,3,GOLDTERMS:4285,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4247,Engineered > Lab synthesis,2,GOLDTERMS:4292,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4720,Engineered > Lab synthesis > Genetic cross,3,GOLDTERMS:4247,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4729,Engineered > Laboratory developed,2,GOLDTERMS:4292,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4726,Engineered > Laboratory developed > Genetically modified,3,GOLDTERMS:4729,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4307,Engineered > Modeled,2,GOLDTERMS:4292,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4311,Engineered > Modeled > Simulated communities (DNA mixture),3,GOLDTERMS:4307,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4308,Engineered > Modeled > Simulated communities (microbial mixture),3,GOLDTERMS:4307,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5606,Engineered > Modeled > Simulated communities (microbial mixture) > Sea water,4,GOLDTERMS:4308,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002149,,,,subclass
GOLDTERMS:4309,Engineered > Modeled > Simulated communities (sequence read mixture),3,GOLDTERMS:4307,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4310,Engineered > Modeled > Simulated communities (sequence read mixture) > Sanger,4,GOLDTERMS:4309,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-Paper,Engineered > Paper,2,GOLDTERMS:4292,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,ENVO:03501256,equivalent
GOLDTERMS:4390,Engineered > Paper > Currency notes,3,GOLDTERMS:Engineered-Paper,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,ENVO:00003896,equivalent
GOLDTERMS:Engineered-Sewage-treatment-plant,Engineered > Sewage treatment plant,2,GOLDTERMS:4292,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00003043,,,,,equivalent
GOLDTERMS:5624,Engineered > Sewage treatment plant > Activated sludge,3,GOLDTERMS:Engineered-Sewage-treatment-plant,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00003043,,,,,subclass
GOLDTERMS:5520,Engineered > Sewage treatment plant > Sludge,3,GOLDTERMS:Engineered-Sewage-treatment-plant,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00003043,ENVO:00002044,,,,equivalent
GOLDTERMS:5523,Engineered > Sewage treatment plant > Wastewater,3,GOLDTERMS:Engineered-Sewage-treatment-plant,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00003043,ENVO:00002001,,,,equivalent
GOLDTERMS:5593,Engineered > Sewage treatment plant > Wastewater > Activated sludge,4,GOLDTERMS:5523,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00003043,ENVO:00002001,,,,subclass
GOLDTERMS:4276,Engineered > Solid waste,2,GOLDTERMS:4292,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-Solid-waste-Agricultural-waste,Engineered > Solid waste > Agricultural waste,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000371,,,,subclass
GOLDTERMS:4910,Engineered > Solid waste > Agricultural waste > Composting,4,GOLDTERMS:Engineered-Solid-waste-Agricultural-waste,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000371,,,,subclass
GOLDTERMS:5735,Engineered > Solid waste > Agricultural waste > Composting > Sugarcane filter cake,5,GOLDTERMS:4910,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000371,,,,subclass
GOLDTERMS:5802,Engineered > Solid waste > Agricultural waste > Spent mushroom substrate,4,GOLDTERMS:Engineered-Solid-waste-Agricultural-waste,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000371,,,,subclass
GOLDTERMS:4278,Engineered > Solid waste > Animal waste,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002276,,,,subclass
GOLDTERMS:4936,Engineered > Solid waste > Animal waste > Composting,4,GOLDTERMS:4278,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002276,,,,subclass
GOLDTERMS:4916,Engineered > Solid waste > Animal waste > Manure,4,GOLDTERMS:4278,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:03501300,,,,subclass
GOLDTERMS:5758,Engineered > Solid waste > Bagasse,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002872,,,,subclass
GOLDTERMS:4927,Engineered > Solid waste > Bagasse > Composting,4,GOLDTERMS:5758,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002872,,,,subclass
GOLDTERMS:Engineered-Solid-waste-Cellulose-associated-waste,Engineered > Solid waste > Cellulose associated waste,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4930,Engineered > Solid waste > Cellulose associated waste > Composting,4,GOLDTERMS:Engineered-Solid-waste-Cellulose-associated-waste,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4273,Engineered > Solid waste > Composting,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5756,Engineered > Solid waste > Composting > Oil palm,4,GOLDTERMS:4273,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-Solid-waste-Feedstock,Engineered > Solid waste > Feedstock,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4893,Engineered > Solid waste > Feedstock > Composting,4,GOLDTERMS:Engineered-Solid-waste-Feedstock,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-Solid-waste-Food-waste,Engineered > Solid waste > Food waste,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:03600006,,,,subclass
GOLDTERMS:4948,Engineered > Solid waste > Food waste > Composting,4,GOLDTERMS:Engineered-Solid-waste-Food-waste,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:03600006,,,,subclass
